channelTitle,handle,niche,mainCategory,subscriberCount,avgViews,viewCount,videoCount,estimatedEarnings,country,isFaceless,channelType,publishedAt,lastVideoPublished,channelId,_per_video,_lifetime,_age_days,_vids_per_mo
Funky Animation,@funkyanimation,Animation,Action game,300000,439691.28503562947,185110031,421,883.66,US,True,short,2011-06-29T19:42:42Z,2026-08-05T00:00:00.000Z,UC23oBWohipQdoAwkx7Nqisw,1.4656376167854315,617.0334366666667,5518,2.288872779992751
Sport Insight,@sport_insight,Football History & Statistics,Association football,25000,36429.26530612245,12495238,343,1961.38,GB,True,long,2021-09-20T16:10:44Z,2026-08-06T00:00:00.000Z,UCTrKic1B3bAzDn9Xlhkddig,1.457170612244898,499.80952,1782,5.774410774410774
PicoDIY Studio,@picodiy,Clay Art,Lifestyle (sociology),25000,36113.769230769234,4694790,130,0,US,True,short,2020-09-03T03:30:40Z,2026-07-28T00:00:00.000Z,UCFfd81mQbw6ABOafPjWLNmA,1.4445507692307693,187.7916,2165,1.8013856812933025
Kitsune Anime,@kitsuneanimeyt,Anime,Film,25000,35888.081300813006,4414234,123,206.39,US,True,long,2024-01-18T03:26:45Z,2026-07-24T00:00:00.000Z,UC_zcJITFIxQrmW9ysQhrzcA,1.4355232520325203,176.56936,933,3.954983922829582
Velvet Justice,@velvetjustice3,Dramatic Storytelling,Film,47800,67729.21176470588,5756983,85,5833.69,US,True,,2007-12-01T07:25:28Z,2026-08-06T00:00:00.000Z,UC9hNmVqfGIje3yq4ZtwzHew,1.416929116416441,120.4389748953975,6825,0.37362637362637363
PhandeoOn,@phandeoon,Phonk Music,Electronic music,25000,35384.05911330049,7182964,203,,US,True,mixed,2024-12-11T01:13:47Z,2026-08-03T00:00:00.000Z,UCJxGIl2lyjrVfoIninoGnuQ,1.4153623645320197,287.31856,605,10.066115702479339
IKS,@iks-x,Biographical History,Knowledge,180000,254744.1819038643,270283577,1061,9.99,AU,True,short,2013-07-08T10:47:30Z,2026-08-03T00:00:00.000Z,UC5l0W2WKWBqtqPaCCdfOX_w,1.4152454550214681,1501.5754277777778,4779,6.660389202762084
Bald_qiqi,@bald_qiqi,Animation,Video game culture,145000,202706.11363636365,44595345,220,1151.63,AU,True,short,2022-01-03T09:28:49Z,2026-08-06T00:00:00.000Z,UC7oVWp85Qx3mJUKhj1MHcHA,1.397973197492163,307.55410344827584,1678,3.933253873659118
ZION,@zionn-16,Life Hacks,Health,279000,388099.8857142857,13583496,35,391.07,GB,True,,2023-03-23T17:41:54Z,2026-08-05T00:00:00.000Z,UCSl56pO0c9cVMsgh4YAO8SQ,1.3910390168970814,48.68636559139785,1233,0.851581508515815
Романтические Истории,@романтическиеистории-я6д,TV Series,Entertainment,25000,34545.294117647056,8221780,238,119.22,US,True,long,2024-05-16T10:12:56Z,2026-08-01T00:00:00.000Z,UCTxXI-ph7abS9eg5v2WSfVA,1.3818117647058823,328.8712,814,8.771498771498772
ItsHaymaker,@itshaymaker,Gaming,Role-playing video game,298000,411525.8189655172,95473990,232,182.37,US,True,,2015-01-02T20:19:01Z,2026-07-18T00:00:00.000Z,UCjIog_XQrh9ed_GuYI75v9w,1.3809591240453598,320.3825167785235,4235,1.64344746162928
Studio Number Six,@studionumbersix,Classic Rock History,Pop music,299000,410040.73707865167,182468128,445,5839.68,GB,True,,2023-01-01T10:32:30Z,2026-08-06T00:00:00.000Z,UC8t5I0joFuaInR9oNPKjpyQ,1.3713737026041861,610.2612976588629,1315,10.15209125475285
Piano Rain Retreat,@pianorainretreat-e3e,Relaxation Music,Music,25000,33370.90697674418,12914541,387,3968.94,US,True,long,2011-02-24T21:26:32Z,2026-08-06T00:00:00.000Z,UCt2eaRSBtCdUOOtG6B_g_Wg,1.3348362790697674,516.58164,5643,2.0574162679425836
Meow ahe,@meowahe,Roblox Gaming,Action game,180000,239469.9107142857,26820630,112,158.3,US,True,,2025-11-03T18:09:50Z,2026-08-06T00:00:00.000Z,UC8ScPQzKLO2R4XpKNA4lElQ,1.330388392857143,149.0035,277,12.12996389891697
Chasin' Chester,@chasinchester,Pets,Entertainment,25000,32851.27702702703,14585967,444,13.12,US,True,short,2019-08-24T18:58:29Z,2026-07-26T00:00:00.000Z,UCYDcL4OcPLO8gJsdmT-fv3w,1.314051081081081,583.43868,2540,5.244094488188976
GameGoal Prime,@gamegoalprime,Minecraft,Action-adventure game,116000,151941.1067961165,15649934,103,143.38,US,True,,2026-01-01T07:21:13Z,2026-08-05T00:00:00.000Z,UCfwlF5QpZpZAksX7yHMIy3Q,1.3098371275527285,134.91322413793102,219,14.10958904109589
Sammies,@sammiesjammies,Roblox Animation,Role-playing video game,180000,235031.5054945055,64163601,273,98.73,US,True,short,2018-08-24T22:15:54Z,2026-08-06T00:00:00.000Z,UCVWOVImIAWudgpQAA6A7ang,1.3057305860805861,356.46445,2905,2.819277108433735
LunaBreeze6527,@lunabreeze6527,Comedy,Film,60000,78079.94285714286,10931192,140,281.73,US,True,,2025-08-04T08:42:22Z,2026-08-05T00:00:00.000Z,UCWbC6OWavuHF9rMO1YXf7ZQ,1.301332380952381,182.18653333333333,369,11.38211382113821
Samy Animation,@samyanimations,Animation,Lifestyle (sociology),18100,23147.5,1620325,70,2662.09,CA,True,long,2024-11-08T17:31:24Z,2026-08-06T00:00:00.000Z,UC0hUQt0Aiz0CnilUfZF1KNg,1.2788674033149172,89.5207182320442,637,3.2967032967032965
Toonshi シ,@cartoonshi,Film & Animation Analysis,Film,299000,379903.5440414508,73321384,193,2297.55,GB,True,long,2015-11-27T08:02:54Z,2026-07-28T00:00:00.000Z,UCkaP2qh7t1Dc6LNzytNrf9g,1.2705804148543505,245.22202006688963,3907,1.4819554645508064
Cars Coffee and Mischief,@carscoffeeandmischief,Car Culture,Sport,300000,378633.5547752809,539174182,1424,133.06,US,True,,2014-04-09T17:14:59Z,2026-08-05T00:00:00.000Z,UCUWHFVlvsGoLt8GJe1YXMZw,1.2621118492509362,1797.2472733333334,4503,9.487008660892739
WokSteel,@woksteel,DIY,Lifestyle (sociology),25000,31508.065217391304,1449371,46,17.52,US,True,,2025-09-10T20:17:57Z,2026-07-20T00:00:00.000Z,UCaXYcPsOqtGBKL-qBa5S9dQ,1.2603226086956523,57.97484,331,4.169184290030212
Избранные Сериалы,@избранныесериалы,Film & Television,Television program,50000,61004.58237547893,15922196,261,420.65,US,True,long,2023-12-20T13:07:08Z,2026-08-06T00:00:00.000Z,UCXYXH6PXi7Zlck89D_aXkdg,1.2200916475095787,318.44392,962,8.13929313929314
NukeClips,@nukeclips,Gaming,Role-playing video game,287000,332772.64024390245,163724139,492,6842.87,US,True,short,2019-11-25T17:28:02Z,2026-08-05T00:00:00.000Z,UC2Vk0P6hofhlXHFx1eGhPHg,1.1594865513724824,570.4673832752613,2447,6.031875766244381
Filtrchiuz,@filtrchiuz,Entertainment,Entertainment,230000,264600.4512743628,176488501,667,1745.89,US,True,,2020-04-25T01:49:32Z,2026-08-05T00:00:00.000Z,UC0erzXRHLxyRHuopm6HCZew,1.1504367446711425,767.3413086956522,2296,8.715156794425088
Liala Roblox,@lialaroblox,Roblox Gameplay,Role-playing video game,199000,226600.7105263158,8610827,38,228.64,BR,True,short,2024-06-23T17:55:35Z,2026-08-04T00:00:00.000Z,UCIg_BzKSrhEpSQ3O3EaTuOg,1.1386970378206824,43.27048743718593,775,1.4709677419354839
Душевное Кино,@dyshevnoe_kino,Film & Television,Entertainment,100000,113255.62608695652,26048794,230,362.21,US,True,,2023-05-04T14:45:29Z,2026-08-06T00:00:00.000Z,UCiIBW6mrrtWFWz2AFrDRzoA,1.1325562608695652,260.48794,1191,5.79345088161209
Dolphy,@dolphymc,Minecraft Gaming,Action-adventure game,20600,23092.698630136987,1685767,73,99.31,US,True,,2025-09-17T14:28:31Z,2026-07-29T00:00:00.000Z,UCaxCIiiOUKgcY3JX5KWUiGg,1.1210047878707274,81.83334951456311,324,6.759259259259259
SKM GAMING 3D,@skm3dgaming,Gaming,Video game culture,180000,200799.13888888888,36143845,180,247.91,US,True,,2021-05-26T08:53:36Z,2026-07-29T00:00:00.000Z,UCYewPrySmt07-NjidmFTh2Q,1.1155507716049382,200.79913888888888,1900,2.8421052631578947
Small Wards,@smallwards,Animated Storytelling,Film,132000,147089.5157894737,13973504,95,158.37,US,True,,2026-01-02T12:06:56Z,2026-08-06T00:00:00.000Z,UCXxXwjVvv4Eug1vfpEcOBfw,1.1143145135566188,105.85987878787878,218,13.073394495412844
Only_A_Squid,@onlyasquid,Minecraft Gaming,Action-adventure game,299000,326979,20926656,64,4746.61,US,True,long,2020-10-08T23:45:43Z,2026-07-25T00:00:00.000Z,UCLfm3rfLVwlDYZuyTU3P_ZQ,1.0935752508361205,69.98881605351171,2129,0.9018318459370597
CraveDemGames,@cravedemgames,Fallout Gaming,Role-playing video game,50000,53396.878787878784,14096776,264,5402.71,US,True,long,2019-09-21T03:34:01Z,2026-08-05T00:00:00.000Z,UCfGehWAJ1PI6b4gOD5Aef_A,1.0679375757575758,281.93552,2513,3.1516116195781936
Ronald Lázaro ,@ronaldlazaro1,Facts & General Knowledge,Lifestyle (sociology),299000,316223.3624161074,47117281,149,0.81,US,True,short,2022-11-11T16:20:43Z,2026-07-31T00:00:00.000Z,UCxbEfGobn_NBhq8f-HfF5Wg,1.0576032187829678,157.5828795986622,1365,3.2747252747252746
SNOW BOY,@snowboy-official,Music Edits,Pop music,25000,25654.369565217392,2360202,92,6.96,US,True,,2026-01-18T05:10:45Z,2026-07-24T00:00:00.000Z,UC4f-hBSx_e6KApADfptMlVg,1.0261747826086958,94.40808,202,13.663366336633663
"Tv for dogs, brought to you by Doggy Woods Retreat",@doggywoodsdogtv,Pet Entertainment,Pet,50000,51289.03765690377,12258080,239,1851.95,US,True,long,2023-12-14T03:37:53Z,2026-08-06T00:00:00.000Z,UCYwDsHiV2NClULcVRuoRuoQ,1.0257807531380754,245.1616,968,7.40702479338843
New Life Movement,@davidifyjones,Sports,Lifestyle (sociology),100000,101054.8,7073836,70,12.55,GB,True,mixed,2008-05-16T21:24:20Z,2026-07-25T00:00:00.000Z,UCzXUvxmeApwdFVcWRmc_u0w,1.010548,70.73836,6657,0.31545741324921134
Delight Cuisine ,@delight1cuisine,Cooking,Lifestyle (sociology),50000,49777.15706806283,9507437,191,510.26,US,True,long,2023-07-11T17:11:45Z,2026-08-03T00:00:00.000Z,UCHaftG76BCgwc_B6CUlvOGw,0.9955431413612565,190.14874,1123,5.1024042742653615
Brooksy,@jonnybrooksfishing,Fishing,Pet,180000,178805.97530864197,57933136,324,587.07,AU,True,long,2017-05-08T03:49:02Z,2026-08-03T00:00:00.000Z,UCqk9_zI5urwHqp2t57ZX9Gw,0.9933665294924554,321.85075555555557,3379,2.876590707309855
Tales with Ogenne,@taleswithogenne,Fictional Storytelling,Film,25000,24815.985294117647,1687487,68,0,US,True,,2021-08-07T05:43:27Z,2026-08-03T00:00:00.000Z,UCKRe-HWy-ROZROapS-w9gIA,0.9926394117647058,67.49948,1827,1.116584564860427
ქართული AI სიმღერა,@hey-georgian,AI Music,Pop music,49800,49249.92111959287,19355219,393,569.2,US,True,long,2024-03-29T06:59:58Z,2026-08-06T00:00:00.000Z,UCy6oLCR_iILU9y15Y6HDFug,0.9889542393492545,388.659016064257,862,13.677494199535962
Lolly_Roblox,@lolly_roblox1,Roblox Gaming,Role-playing video game,185000,182161.01923076922,9472373,52,453.16,US,True,,2023-08-13T13:04:48Z,2026-07-30T00:00:00.000Z,UCplR9IHrCwB-fU64yMH_5VQ,0.9846541580041579,51.202016216216215,1091,1.4298808432630614
PeakRankings,@peakrankings,Skiing,Tourism,100000,97534.61009174312,42525090,436,1808.84,US,True,long,2019-10-09T18:51:31Z,2026-08-02T00:00:00.000Z,UC6fajMhQmC-yzPvIntsqIGA,0.9753461009174311,425.2509,2494,5.244587008821171
Romana BD ,@romanabd1,Social Commentary,Entertainment,96700,89810.06571428571,31433523,350,341.13,US,True,,2014-06-20T11:20:56Z,2026-08-05T00:00:00.000Z,UCc7T5KWlouLEdzAAk9e9jIA,0.9287493869109174,325.0622854188211,4432,2.3691335740072206
Sunery,@sunery333,PUBG Mobile,Action game,100000,92251.51818181819,10147667,110,114.71,US,True,long,2023-04-27T07:18:50Z,2026-07-14T00:00:00.000Z,UC1_z03PthrMJEnA0my10-4Q,0.9225151818181819,101.47667,1199,2.7522935779816513
Smile 4 Sunnah,@smile4sunnah,Islam,Music,50100,45845.88888888889,6189195,135,477.32,GB,True,,2016-09-28T23:27:11Z,2026-08-06T00:00:00.000Z,UC-Gx2OVLfdE39gbIExoj2BA,0.9150876025726326,123.5368263473054,3600,1.125
North New Jersey Proper Home Tours - Jason Pierce,@northnewjerseyfinehometour7033,Luxury Real Estate Tours,Hobby,25000,22658.34493670886,7160037,316,286.86,US,True,long,2018-10-30T03:31:05Z,2026-08-06T00:00:00.000Z,UCXqfP8L1BYAtISlXt1da_iQ,0.9063337974683544,286.40148,2839,3.339203945051074
Love Memories,@lovememories95,Music,Pop music,100000,90572.1690140845,12861248,142,96.21,US,True,long,2025-04-15T07:47:44Z,2026-08-04T00:00:00.000Z,UCwxHDm6hEtGMbaKpQOiQFyQ,0.905721690140845,128.61248,480,8.875
Summerbpm,@summerbpm,Music Mixes,Electronic music,25000,22569.988505747126,3927178,174,1047.93,US,True,long,2023-07-16T05:49:44Z,2026-08-05T00:00:00.000Z,UCv-8dGWTCw7bLKgCugWcbkg,0.9027995402298851,157.08712,1119,4.664879356568365
ToonVerse,@toon-verse-d1z,Animation Analysis & Trivia,Entertainment,25400,22834.629032258064,1415747,62,37.32,GB,True,,2026-02-09T12:35:46Z,2026-08-06T00:00:00.000Z,UCr0lPawjT3rMK4HgtiiqDww,0.899001143002286,55.73807086614173,180,10.333333333333334
Daily Dose of Jackson,@dailydoseofjackson,Narrative Shorts,Role-playing video game,184000,162620.27272727274,64397628,396,3133.02,US,True,short,2021-07-13T07:58:54Z,2026-08-06T00:00:00.000Z,UCdJqFahN13spV4ILLeoonRQ,0.8838058300395257,349.9871086956522,1852,6.4146868250539955
Dareloth,@theemerdareloth,Video Game Lore & Commentary,Action-adventure game,50000,44101.557692307695,4586562,104,147.5,US,True,long,2014-02-06T03:05:50Z,2026-07-30T00:00:00.000Z,UC9-UP9OkbAGlZhB3BZ5TzBQ,0.8820311538461539,91.73124,4566,0.6833114323258871
Funcom,@funcom,Gaming,Action game,180000,157617.62153846154,102451454,650,5868.2,US,True,long,2006-09-20T07:57:56Z,2026-07-21T00:00:00.000Z,UCKkpgwjdJ-ohfG0YcqAt9Bw,0.8756534529914529,569.1747444444444,7262,2.6852106857614984
Deva Bloxee,@devabloxee,Roblox Gaming,Role-playing video game,104000,90746.50561797753,16152878,178,509.61,US,True,,2016-01-12T17:44:48Z,2026-08-05T00:00:00.000Z,UCsbyZGY6ltnfkmKZe3FHWXw,0.8725625540190147,155.3161346153846,3860,1.383419689119171
kokki,@kokkigta,Gaming,Role-playing video game,180000,154294.97039473685,46905671,304,7621.04,US,True,long,2023-09-28T20:47:16Z,2026-08-04T00:00:00.000Z,UC8JHoNq1Z9xCQoCMUcKdTJw,0.8571942799707603,260.5870611111111,1044,8.735632183908047
AzAMOuS,@azamous,World of Warcraft Content,Strategy video game,100000,84189.63197026022,45294022,538,279.63,GB,True,long,2009-03-30T20:01:55Z,2026-07-23T00:00:00.000Z,UCBhk2jYr9RJS0cynp8Io10A,0.8418963197026021,452.94022,6339,2.546142924751538
FlashHighs,@flashhighs,Viral Content Curation,Lifestyle (sociology),50000,41916.76,3143757,75,1.09,US,True,,2014-10-22T01:11:27Z,2026-07-20T00:00:00.000Z,UCERGzhwxLj05PEgM4QN6tig,0.8383352000000001,62.87514,4308,0.5222841225626741
VECTOR💀,@vector-d3q,Reaction Content,Entertainment,299000,250104.71511627908,43018011,172,9.47,US,True,,2018-02-02T14:15:28Z,2026-08-05T00:00:00.000Z,UCq4tzGeW_23Y3E1O2RrY_Yw,0.8364706191179903,143.8729464882943,3108,1.6602316602316602
Highland Film Group,@highlandfilmgroup,Film,Film,49800,41540.11990950226,18360733,442,2407.63,US,True,long,2012-03-01T02:01:32Z,2026-08-06T00:00:00.000Z,UCPAs3FxtjNpgy-bd8DUX86w,0.8341389540060695,368.68941767068276,5273,2.514697515645742
Phoenix Luxury Official ,@phoenixluxuryofficial9283,Jazz Music,Jazz,180000,146833.36882129277,38617176,263,1577.33,US,True,,2022-09-26T19:10:48Z,2026-08-05T00:00:00.000Z,UC9pi-E5v-V7O5WVtlaFFIBQ,0.8157409378960709,214.53986666666665,1411,5.59177888022679
WeAreZoomies,@wearezoomiespawz,Pets,Lifestyle (sociology),126000,99626.51923076923,5180579,52,126.74,US,True,,2024-01-08T13:23:39Z,2026-08-05T00:00:00.000Z,UCLtr3oUBapVBG-8-FHPippA,0.7906866605616606,41.11570634920635,943,1.6542948038176033
Ryan Retro,@ryanretro,Gaming Handhelds,Lifestyle (sociology),49900,39042.62359550562,6949587,178,1655.51,GB,True,long,2023-06-14T11:08:54Z,2026-08-05T00:00:00.000Z,UCh9GxjM-FNuSWv7xqn3UKVw,0.7824173065231587,139.27028056112223,1151,4.639443961772372
silverftbl,@silverftbl,Football,Association football,26200,20171.128630705392,4861242,241,166.96,US,True,,2021-01-13T00:08:18Z,2026-08-06T00:00:00.000Z,UCWufuKKUfCSMeJvflNW8jxw,0.7698904057521142,185.54358778625954,2033,3.556320708312838
Gholibn ASMR,@gholibnasmr,ASMR,Lifestyle (sociology),299000,224923.70999346834,344358200,1531,739.41,CA,True,short,2017-02-08T01:00:17Z,2026-08-06T00:00:00.000Z,UCEu963D7_2tmfUW6_HgJo4A,0.7522532106804961,1151.6996655518394,3468,13.2439446366782
NoodyBums,@noodybums,Cats,Lifestyle (sociology),180000,133989.5542857143,70344516,525,283.01,US,True,short,2022-03-24T21:47:33Z,2026-08-06T00:00:00.000Z,UCVxRaAylhkg2NiJ4y5O-DCw,0.7443864126984127,390.80286666666666,1597,9.862241703193488
Рассказы от Артёма,@рассказыотартема,Storytelling,,100000,72519.18699186992,8919860,123,19.59,US,True,long,2025-05-31T07:39:27Z,2026-08-02T00:00:00.000Z,UCCdsi7m-K37cGle0pC0WrDg,0.7251918699186992,89.1986,434,8.502304147465438
Video Games Evolution,@vge,Video Game Evolution,Action-adventure game,300000,216454.74338624338,81819893,378,39.24,US,True,,2015-10-04T01:35:58Z,2026-07-19T00:00:00.000Z,UCPy5PQ5marfoHATEz0st9Qw,0.721515811287478,272.7329766666667,3961,2.86291340570563
DX,@dxfromyt,Gaming,Role-playing video game,180000,125904.46614583333,48347315,384,1019.6,US,True,long,2011-05-17T00:28:43Z,2026-07-25T00:00:00.000Z,UCP1zJMzxD_MgTq2yEsNlO4w,0.6994692563657408,268.59619444444445,5562,2.071197411003236
Military & Veteran Stories,@militaryveteranstories,Military Stories,Military,100000,69939.44,1748486,25,52.76,US,True,,2025-06-11T15:59:46Z,2026-07-23T00:00:00.000Z,UC7jCi5E32Tgl7gUZ93x8RGg,0.6993944,17.48486,422,1.7772511848341233
Boe,@boethiah2,Gorilla Tag Gaming,Action-adventure game,298000,207457.72435897434,32363405,156,1741.49,US,True,mixed,2018-03-28T01:16:06Z,2026-07-31T00:00:00.000Z,UCcDeV5LK9Dskd9RA4IG6MUQ,0.6961668602650146,108.60203020134229,3055,1.5319148936170213
Grace Gootee Edits,@gracegooteeedits,Video Game Edits,Film,100000,69124.34766355141,36981526,535,20.15,US,True,short,2022-11-23T10:58:02Z,2026-08-02T00:00:00.000Z,UClFqx-8t1JED0U-7tEeWY6A,0.6912434766355141,369.81526,1354,11.853766617429837
EruptionFang,@eruptionfang,Gaming Commentary,Action-adventure game,299000,206185.96825396825,103917728,504,1420.16,US,True,mixed,2009-03-12T00:52:35Z,2026-07-24T00:00:00.000Z,UCVZ_DHv6SDQHYfGo21Ln9xg,0.6895851781069172,347.5509297658863,6358,2.378106322743001
chicy,@chicymunk,Roblox Gaming,Action-adventure game,158000,104373.22357723577,25675813,246,2378.28,US,True,short,2024-01-27T02:01:34Z,2026-08-06T00:00:00.000Z,UCe1D9pe3dyxvmEN1SRryIzQ,0.6605900226407327,162.50514556962025,924,7.987012987012987
Johnson's Small Engines,@johnsonssmallengines,Small Engine Repair & Maintenance,Lifestyle (sociology),100000,65394.373101952275,30146806,461,2687.9,US,True,long,2014-12-24T15:07:44Z,2026-08-02T00:00:00.000Z,UCmlp1YBtt0b3gv4SrfcSlcQ,0.6539437310195227,301.46806,4244,3.258718190386428
Thùy Dung Spa,@thuydungspa1752,Beauty Services,,180000,117464.26468285044,150001866,1277,2029.56,US,True,long,2017-03-10T17:31:49Z,2026-08-06T00:00:00.000Z,UCd7c-jNUFr3sqD-usoRyu3w,0.652579248238058,833.3437,3437,11.146348559790516
yex,@yexminecraft,Gorilla Tag Gaming,Action-adventure game,69900,44877.166666666664,269263,6,,US,True,,2017-05-23T21:37:50Z,2026-08-05T00:00:00.000Z,UCh4Vfp_gZrQVDk2hnVQ7lRg,0.6420195517405818,3.8521173104434907,3363,0.05352363960749331
En El Paddock,@enelpaddock,Formula 1,Vehicle,100000,61272.80357142857,10293831,168,30.98,US,True,long,2020-12-24T00:12:06Z,2026-07-21T00:00:00.000Z,UCo7PtbR8w4dSlUMPPwsb9mg,0.6127280357142857,102.93831,2053,2.454943984413054
Wealthy Vibes Melodies,@wealthyvibesmelodies,Manifestation Music,Society,298000,180205.73333333334,13515430,75,0,US,True,long,2023-08-15T07:15:04Z,2026-08-06T00:00:00.000Z,UCZiEuSBg6dWdJHQjqHuE2Vw,0.604717225950783,45.353791946308725,1089,2.066115702479339
Zuntic,@zuntic,Pets,Entertainment,49800,29126.323924731183,21669985,744,171.32,US,True,mixed,2010-09-26T20:34:08Z,2026-07-26T00:00:00.000Z,UCqsyqf-fq0XyZG-sZ3USfeg,0.5848659422636784,435.1402610441767,5794,3.8522609596133934
Hitemblock ,@hitemblock,Beat Making,Music,100000,58223.79696394687,30683941,527,99.01,GB,True,long,2017-03-15T20:10:54Z,2026-07-31T00:00:00.000Z,UCta8nRbKaL6jTylyP7QQwaA,0.5822379696394687,306.83941,3432,4.606643356643357
Luke’s Surf Channel,@lukessurfchannel,Surfing,Sport,180000,103268.02675585284,92631420,897,12.39,US,True,short,2019-11-10T03:25:01Z,2026-08-01T00:00:00.000Z,UC_mxRACf5EueX6umgb1chNQ,0.573711259754738,514.619,2463,10.925700365408039
Timefall,@thetimefall,Luxury Watches,Fashion,49900,27991.07753164557,17690361,632,3058.07,US,True,long,2023-01-09T11:53:10Z,2026-08-04T00:00:00.000Z,UCM_12pm7vvvaQpB-9QfBEBg,0.5609434375079272,354.51625250501,1307,14.506503442999234
KST HACKS,@ksthacks,DIY Projects,Hobby,300000,167220.44610778443,55851629,334,853.88,US,True,long,2017-02-20T04:53:09Z,2026-07-12T00:00:00.000Z,UCVFL7B9Vfi3dQzNtIVGYPDw,0.557401487025948,186.17209666666668,3456,2.8993055555555554
SizzleSlaps,@thesizzleslaps,Roblox Slap Battles,Role-playing video game,50000,27261.436363636363,22490685,825,2187.59,US,True,mixed,2018-05-27T00:59:59Z,2026-08-05T00:00:00.000Z,UCHyqBp2ShHBht6ViMRNXvUQ,0.5452287272727273,449.8137,2995,8.263772954924875
Froggie,@froggiesinger,Music,Action game,49900,26258.901531728665,12000318,457,55.94,CA,True,,2012-02-13T03:32:18Z,2026-07-31T00:00:00.000Z,UCDNHDJyPWptz1lbgxgr3Agw,0.5262304916178089,240.48733466933868,5290,2.591682419659735
The Good Doctor en Español,@thegooddoctorenespanol,Television Series,Film,298000,153617.63176470587,130574987,850,691.97,US,True,long,2021-11-10T18:39:04Z,2026-08-05T00:00:00.000Z,UCJStDzAgu1gGq2s_Fw9HwFw,0.5154954086063955,438.1710973154362,1731,14.731369150779896
RTS Battle Room,@rtsbattleroom,War Simulation Gaming,Action game,180000,91876.5798816568,77635710,845,459.04,US,True,long,2020-10-27T08:50:05Z,2026-08-01T00:00:00.000Z,UCiDEipnpKSednqr-obeRfgg,0.5104254437869822,431.3095,2111,12.008526764566557
Nation of Chills,@nationofchills,Internet Horror & Creepypasta,Entertainment,164000,82695.3396226415,13148559,159,270.28,US,True,,2024-11-10T17:34:58Z,2026-07-25T00:00:00.000Z,UCMAPMbNPbI7nk04hH65yCtg,0.504239875747814,80.17414024390244,635,7.511811023622047
BW4YNE,@bw4yne.,RP Gaming,Action game,50000,24866.794520547945,5445828,219,330.16,CA,True,long,2022-05-24T20:06:41Z,2026-08-03T00:00:00.000Z,UC_K3Ng2uA6vvPWdKbTGqu9A,0.4973358904109589,108.91656,1536,4.27734375
MrApex,@mrapex009,Grand Theft Auto Gameplay,Role-playing video game,100000,49477.5,2177010,44,,US,True,,2021-09-18T10:07:10Z,2026-08-03T00:00:00.000Z,UC7AwDpmyiTAiPM85RtGzkNw,0.494775,21.7701,1785,0.7394957983193278
Jediwarlock,@jediwarlock,World of Warcraft Content,Action game,50000,24614.301829268294,8073491,328,1583.72,US,True,long,2020-10-16T23:05:37Z,2026-07-31T00:00:00.000Z,UCZVV5_GKvSzqmBfNprli9tw,0.49228603658536585,161.46982,2121,4.639321074964639
Bunviun,@bunviun,Roblox Content Creation,Video game culture,298000,134667.59604519774,95344658,708,70.23,US,True,short,2022-02-03T18:11:52Z,2026-07-31T00:00:00.000Z,UCrBw0aVom9NWx8yF0liPdsQ,0.45190468471542866,319.94851677852347,1646,12.90400972053463
JP Pulling Productions,@jppullingproductions,Truck and Tractor Pulling,Sport,300000,135250.38230994152,185022523,1368,1715.41,US,True,mixed,2006-06-27T00:22:39Z,2026-08-05T00:00:00.000Z,UCDOzRrrphVSYK8juX6kzc3w,0.45083460769980505,616.7417433333334,7347,5.585953450387914
 Camus,@camusmc.,Gaming,Role-playing video game,180000,78580.67567567568,20352395,259,0.79,US,True,short,2023-09-22T10:35:12Z,2026-07-31T00:00:00.000Z,UCyJwuIyxlkFYrhOg5lH6eSA,0.43655930930930936,113.0688611111111,1051,7.392959086584206
Sinabix,@sinabix,Minecraft Content,Role-playing video game,100000,42639.311023622045,10830385,254,,GB,True,short,2015-07-23T00:04:45Z,2026-07-30T00:00:00.000Z,UCy9i1vgV_PVCb5tVxZSv0LQ,0.42639311023622045,108.30385,4034,1.8889439762022806
Kaddi Art and Craft,@kaddiartandcraft,DIY Arts and Crafts,Lifestyle (sociology),100000,42508.69160104987,32391623,762,441.27,GB,True,short,2020-08-08T16:24:44Z,2026-08-02T00:00:00.000Z,UCgHtjIafARSMSXcA0Y35WyA,0.4250869160104987,323.91623,2190,10.438356164383562
Out On The Reef,@outonthereef,Marine Travel & Adventure,Tourism,50000,20735.936742934053,15406801,743,758.52,US,True,long,2012-03-05T03:08:59Z,2026-08-04T00:00:00.000Z,UC6ykp9u_AEcSm2omYRQZ26w,0.41471873485868105,308.13602,5269,4.230404251281078
DAD'S TRUE REVENGE,@dadstruerevenge,Fictional Drama Storytelling,,50000,20418.5,40837,2,0,US,True,,2022-08-25T12:07:23Z,2026-07-12T00:00:00.000Z,UC28grKXnjQvAa6Fj_cSstIQ,0.40837,0.81674,1444,0.04155124653739612
Corrina990,@corrina990,Comedy,Hobby,49800,20202.3125,646474,32,1.2,US,True,,2025-09-22T06:19:42Z,2026-08-04T00:00:00.000Z,UCxG1lKxveh2UdcTJ_Ldj_4g,0.40566892570281127,12.98140562248996,320,3.0
GEEKrar,@geekrar,Tech Tutorials,Lifestyle (sociology),100000,39989.87084870849,10837255,271,226.25,CA,True,long,2019-05-29T13:11:20Z,2026-07-24T00:00:00.000Z,UC8nPzCD2eVsW_XRxFUpHsyg,0.39989870848708486,108.37255,2628,3.0936073059360734
